1,1,0,95.704,True
1,1,1,98.815,True
1,1,2,98.667,True
1,1,3,98.074,True
1,1,4,98.074,True
1,1,5,97.630,True
1,1,6,93.778,True
1,1,7,96.593,True
1,1,8,98.296,True
1,1,9,97.407,True
1,1,10,98.667,True
1,1,11,98.222,True
1,1,12,98.889,True
1,1,13,97.481,True
1,1,14,97.926,True
1,1,15,98.593,True
1,1,16,98.370,True
1,1,17,98.889,True
1,1,18,98.296,True
1,1,19,96.963,True
2,1,0,96.148,True
2,1,1,98.519,True
2,1,2,98.519,True
2,1,3,97.704,True
2,1,4,98.222,True
2,1,5,96.889,True
2,1,6,96.148,True
2,1,7,96.889,True
2,1,8,98.222,True
2,1,9,97.259,True
2,1,10,98.519,True
2,1,11,98.370,True
2,1,12,98.963,True
2,1,13,98.593,True
2,1,14,97.556,True
2,1,15,98.222,True
2,1,16,97.704,True
2,1,17,98.741,True
2,1,18,98.444,True
2,1,19,97.630,True
3,1,0,86.222,True
3,1,1,92.370,True
3,1,2,86.519,True
3,1,3,95.852,True
3,1,4,81.111,True
3,1,5,90.593,True
3,1,6,65.556,True
3,1,7,95.407,True
3,1,8,93.926,True
3,1,9,90.667,True
3,1,10,94.370,True
3,1,11,96.667,True
3,1,12,94.963,True
3,1,13,96.667,True
3,1,14,96.074,True
3,1,15,98.074,True
3,1,16,94.444,True
3,1,17,98.593,True
3,1,18,96.963,True
3,1,19,96.222,True
4,1,0,97.778,True
4,1,1,98.000,True
4,1,2,98.963,True
4,1,3,97.185,True
4,1,4,96.667,True
4,1,5,93.333,True
4,1,6,93.407,True
4,1,7,98.222,True
4,1,8,96.815,True
4,1,9,97.926,True
4,1,10,97.556,True
4,1,11,96.667,True
4,1,12,97.259,True
4,1,13,98.593,True
4,1,14,95.926,True
4,1,15,97.333,True
4,1,16,97.704,True
4,1,17,98.667,True
4,1,18,97.037,True
4,1,19,94.000,True
1,2,0,97.111,True
1,2,1,98.667,True
1,2,2,98.222,True
1,2,3,97.556,True
1,2,4,96.593,True
1,2,5,96.519,True
1,2,6,96.741,True
1,2,7,97.481,True
1,2,8,97.630,True
1,2,9,97.926,True
1,2,10,98.963,True
1,2,11,98.667,True
1,2,12,98.889,True
1,2,13,97.778,True
1,2,14,97.481,True
1,2,15,98.667,True
1,2,16,97.778,True
1,2,17,98.889,True
1,2,18,98.593,True
1,2,19,98.741,True
2,2,0,96.074,True
2,2,1,98.519,True
2,2,2,98.741,True
2,2,3,98.222,True
2,2,4,93.259,True
2,2,5,96.593,True
2,2,6,96.000,True
2,2,7,97.481,True
2,2,8,97.852,True
2,2,9,97.333,True
2,2,10,98.963,True
2,2,11,98.815,True
2,2,12,97.630,True
2,2,13,97.333,True
2,2,14,98.593,True
2,2,15,98.815,True
2,2,16,98.741,True
2,2,17,98.815,True
2,2,18,98.593,True
2,2,19,98.074,True
3,2,0,84.000,True
3,2,1,98.444,True
3,2,2,86.074,True
3,2,3,90.000,True
3,2,4,93.630,True
3,2,5,65.037,True
3,2,6,79.852,True
3,2,7,94.000,True
3,2,8,95.630,True
3,2,9,87.556,True
3,2,10,92.667,True
3,2,11,88.963,True
3,2,12,95.556,True
3,2,13,93.778,True
3,2,14,86.222,True
3,2,15,95.333,True
3,2,16,83.185,True
3,2,17,96.370,True
3,2,18,95.556,True
3,2,19,95.630,True
4,2,0,93.704,True
4,2,1,98.519,True
4,2,2,98.296,True
4,2,3,96.148,True
4,2,4,97.704,True
4,2,5,95.037,True
4,2,6,97.704,True
4,2,7,96.963,True
4,2,8,97.259,True
4,2,9,97.185,True
4,2,10,98.000,True
4,2,11,97.852,True
4,2,12,97.926,True
4,2,13,97.333,True
4,2,14,98.148,True
4,2,15,98.519,True
4,2,16,97.778,True
4,2,17,98.370,True
4,2,18,96.741,True
4,2,19,97.630,True
1,3,0,94.074,True
1,3,1,97.037,True
1,3,2,97.704,True
1,3,3,96.000,True
1,3,4,94.889,True
1,3,5,95.704,True
1,3,6,96.444,True
1,3,7,97.852,True
1,3,8,96.889,True
1,3,9,96.667,True
1,3,10,98.667,True
1,3,11,97.852,True
1,3,12,98.963,True
1,3,13,95.333,True
1,3,14,97.111,True
1,3,15,97.185,True
1,3,16,96.741,True
1,3,17,98.370,True
1,3,18,98.074,True
1,3,19,96.667,True
2,3,0,94.889,True
2,3,1,98.741,True
2,3,2,98.519,True
2,3,3,98.000,True
2,3,4,97.704,True
2,3,5,93.630,True
2,3,6,96.000,True
2,3,7,97.556,True
2,3,8,96.519,True
2,3,9,95.630,True
2,3,10,98.815,True
2,3,11,98.074,True
2,3,12,98.444,True
2,3,13,96.593,True
2,3,14,96.741,True
2,3,15,98.593,True
2,3,16,94.889,True
2,3,17,97.778,True
2,3,18,97.481,True
2,3,19,96.444,True
3,3,0,83.556,True
3,3,1,92.074,True
3,3,2,93.778,True
3,3,3,94.741,True
3,3,4,82.519,True
3,3,5,90.222,True
3,3,6,71.259,True
3,3,7,80.889,True
3,3,8,77.704,True
3,3,9,58.519,True
3,3,10,93.926,True
3,3,11,96.148,True
3,3,12,90.296,True
3,3,13,97.185,True
3,3,14,90.000,True
3,3,15,97.704,True
3,3,16,79.926,True
3,3,17,89.407,True
3,3,18,88.963,True
3,3,19,83.630,True
4,3,0,95.778,True
4,3,1,97.037,True
4,3,2,98.667,True
4,3,3,98.741,True
4,3,4,94.667,True
4,3,5,96.296,True
4,3,6,93.111,True
4,3,7,97.111,True
4,3,8,96.963,True
4,3,9,87.259,True
4,3,10,97.259,True
4,3,11,94.074,True
4,3,12,96.963,True
4,3,13,97.481,True
4,3,14,97.481,True
4,3,15,96.889,True
4,3,16,98.370,True
4,3,17,98.222,True
4,3,18,95.630,True
4,3,19,94.444,True
1,4,0,96.370,True
1,4,1,98.222,True
1,4,2,98.593,True
1,4,3,98.444,True
1,4,4,96.963,True
1,4,5,95.556,True
1,4,6,96.222,True
1,4,7,96.222,True
1,4,8,96.296,True
1,4,9,97.185,True
1,4,10,98.593,True
1,4,11,98.000,True
1,4,12,98.815,True
1,4,13,97.556,True
1,4,14,97.704,True
1,4,15,98.222,True
1,4,16,97.778,True
1,4,17,98.370,True
1,4,18,93.556,True
1,4,19,97.778,True
2,4,0,96.296,True
2,4,1,98.519,True
2,4,2,98.741,True
2,4,3,96.519,True
2,4,4,96.963,True
2,4,5,95.481,True
2,4,6,94.370,True
2,4,7,94.000,True
2,4,8,97.037,True
2,4,9,97.111,True
2,4,10,98.815,True
2,4,11,97.926,True
2,4,12,98.815,True
2,4,13,97.926,True
2,4,14,97.926,True
2,4,15,98.519,True
2,4,16,98.444,True
2,4,17,98.593,True
2,4,18,94.370,True
2,4,19,97.926,True
3,4,0,84.519,True
3,4,1,96.444,True
3,4,2,93.704,True
3,4,3,91.037,True
3,4,4,80.889,True
3,4,5,79.926,True
3,4,6,59.407,True
3,4,7,94.889,True
3,4,8,53.037,True
3,4,9,96.148,True
3,4,10,95.037,True
3,4,11,92.519,True
3,4,12,92.222,True
3,4,13,89.556,True
3,4,14,92.741,True
3,4,15,97.185,True
3,4,16,96.074,True
3,4,17,96.593,True
3,4,18,76.519,True
3,4,19,96.000,True
4,4,0,96.222,True
4,4,1,96.889,True
4,4,2,98.815,True
4,4,3,97.111,True
4,4,4,97.407,True
4,4,5,95.185,True
4,4,6,94.148,True
4,4,7,96.963,True
4,4,8,96.370,True
4,4,9,98.074,True
4,4,10,98.148,True
4,4,11,98.148,True
4,4,12,98.370,True
4,4,13,97.407,True
4,4,14,95.926,True
4,4,15,98.222,True
4,4,16,98.222,True
4,4,17,98.296,True
4,4,18,98.074,True
4,4,19,96.296,True
1,5,0,94.741,True
1,5,1,96.296,True
1,5,2,98.444,True
1,5,3,97.778,True
1,5,4,91.778,True
1,5,5,94.889,True
1,5,6,97.481,True
1,5,7,98.074,True
1,5,8,98.593,True
1,5,9,96.889,True
1,5,10,98.444,True
1,5,11,97.926,True
1,5,12,98.222,True
1,5,13,98.148,True
1,5,14,96.296,True
1,5,15,98.444,True
1,5,16,98.519,True
1,5,17,98.667,True
1,5,18,98.667,True
1,5,19,97.407,True
2,5,0,94.889,True
2,5,1,97.407,True
2,5,2,98.815,True
2,5,3,97.259,True
2,5,4,96.370,True
2,5,5,97.037,True
2,5,6,97.630,True
2,5,7,98.148,True
2,5,8,98.593,True
2,5,9,97.852,True
2,5,10,98.519,True
2,5,11,98.148,True
2,5,12,97.704,True
2,5,13,98.148,True
2,5,14,96.815,True
2,5,15,98.370,True
2,5,16,97.778,True
2,5,17,98.741,True
2,5,18,98.444,True
2,5,19,96.593,True
3,5,0,77.111,True
3,5,1,90.815,True
3,5,2,87.704,True
3,5,3,95.852,True
3,5,4,78.889,True
3,5,5,89.704,True
3,5,6,88.148,True
3,5,7,89.926,True
3,5,8,96.444,True
3,5,9,91.333,True
3,5,10,94.370,True
3,5,11,98.370,True
3,5,12,89.630,True
3,5,13,96.074,True
3,5,14,84.963,True
3,5,15,96.889,True
3,5,16,90.963,True
3,5,17,96.963,True
3,5,18,97.778,True
3,5,19,83.852,True
4,5,0,93.407,True
4,5,1,98.296,True
4,5,2,96.296,True
4,5,3,96.593,True
4,5,4,98.593,True
4,5,5,94.963,True
4,5,6,93.185,True
4,5,7,98.222,True
4,5,8,97.111,True
4,5,9,98.000,True
4,5,10,97.185,True
4,5,11,98.074,True
4,5,12,97.185,True
4,5,13,98.667,True
4,5,14,96.519,True
4,5,15,98.148,True
4,5,16,97.556,True
4,5,17,97.852,True
4,5,18,98.519,True
4,5,19,97.926,True
1,6,0,95.704,True
1,6,1,97.333,True
1,6,2,97.704,True
1,6,3,95.333,True
1,6,4,97.481,True
1,6,5,95.556,True
1,6,6,97.481,True
1,6,7,98.000,True
1,6,8,98.074,True
1,6,9,98.222,True
1,6,10,98.593,True
1,6,11,97.926,True
1,6,12,98.815,True
1,6,13,98.074,True
1,6,14,93.852,True
1,6,15,98.519,True
1,6,16,98.222,True
1,6,17,97.630,True
1,6,18,98.296,True
1,6,19,97.111,True
2,6,0,97.481,True
2,6,1,96.222,True
2,6,2,97.926,True
2,6,3,97.037,True
2,6,4,98.667,True
2,6,5,94.889,True
2,6,6,95.704,True
2,6,7,97.037,True
2,6,8,98.148,True
2,6,9,97.111,True
2,6,10,98.963,True
2,6,11,96.741,True
2,6,12,99.111,True
2,6,13,98.148,True
2,6,14,95.037,True
2,6,15,98.370,True
2,6,16,98.889,True
2,6,17,97.630,True
2,6,18,98.444,True
2,6,19,97.630,True
3,6,0,90.889,True
3,6,1,91.630,True
3,6,2,88.519,True
3,6,3,74.444,True
3,6,4,90.444,True
3,6,5,92.222,True
3,6,6,91.111,True
3,6,7,85.704,True
3,6,8,88.963,True
3,6,9,83.926,True
3,6,10,94.148,True
3,6,11,91.852,True
3,6,12,95.037,True
3,6,13,94.222,True
3,6,14,61.852,True
3,6,15,94.444,True
3,6,16,94.815,True
3,6,17,90.815,True
3,6,18,90.296,True
3,6,19,91.111,True
4,6,0,96.296,True
4,6,1,98.519,True
4,6,2,96.963,True
4,6,3,97.556,True
4,6,4,97.407,True
4,6,5,95.778,True
4,6,6,95.630,True
4,6,7,94.889,True
4,6,8,97.185,True
4,6,9,88.667,True
4,6,10,98.593,True
4,6,11,95.926,True
4,6,12,99.037,True
4,6,13,97.926,True
4,6,14,94.074,True
4,6,15,96.667,True
4,6,16,97.481,True
4,6,17,98.593,True
4,6,18,94.222,True
4,6,19,95.333,True
1,7,0,65.259,True
1,7,1,71.481,True
1,7,2,75.704,True
1,7,3,70.667,True
1,7,4,65.556,True
1,7,5,47.259,True
1,7,6,65.852,True
1,7,7,65.185,True
1,7,8,89.333,True
1,7,9,67.259,True
1,7,10,54.000,True
1,7,11,64.815,True
1,7,12,69.852,True
1,7,13,65.111,True
1,7,14,67.111,True
1,7,15,78.222,True
1,7,16,76.815,True
1,7,17,62.222,True
1,7,18,62.370,True
1,7,19,72.815,True
2,7,0,61.185,True
2,7,1,76.963,True
2,7,2,74.593,True
2,7,3,61.556,True
